sentence_id	chunks_ids	type	score	chunk1	chunk2
71	0 <==> 9 10 11	NOALI	NIL	-not aligned-	of his bed 
71	0 <==> 1 2	NOALI	NIL	-not aligned-	A man 
71	0 <==> 3 4	NOALI	NIL	-not aligned-	is watching 
71	0 <==> 5	NOALI	NIL	-not aligned-	TV 
71	5 <==> 0	NOALI	NIL	sleeping	-not aligned- 
71	0 <==> 12	NOALI	NIL	-not aligned-	. 
71	0 <==> 6 7 8	NOALI	NIL	-not aligned-	on the foot 
71	9 <==> 0	NOALI	NIL	.	-not aligned- 
71	1 2 3 4 <==> 0	NOALI	NIL	An orange tabby cat	-not aligned- 
72	10 <==> 5 6	EQUI	5	posing	are posing 
72	6 7 8 9 <==> 0	NOALI	NIL	in a living room	-not aligned- 
72	14 <==> 0	NOALI	NIL	.	-not aligned- 
72	11 12 13 <==> 7 8 9	EQUI	5	for the camera	for the camera 
72	0 <==> 10	NOALI	NIL	-not aligned-	. 
72	1 2 3 4 5 <==> 1 2 3 4	SIMI	3	A man and small child	A man and woman 
73	5 6 7 <==> 0	NOALI	NIL	with a vies	-not aligned- 
73	1 2 3 <==> 1 2 3	SPE2	4	A black vehicle	A black car 
73	4 <==> 4	EQUI	5	parked	parked 
73	0 <==> 5 6 7 8	NOALI	NIL	-not aligned-	in the dirt out 
73	0 <==> 9 10 11	NOALI	NIL	-not aligned-	in the country 
73	0 <==> 12	NOALI	NIL	-not aligned-	. 
73	8 9 10 <==> 0	NOALI	NIL	of low-lying mountains	-not aligned- 
73	11 <==> 0	NOALI	NIL	.	-not aligned- 
74	1 2 3 4 5 <==> 1 2 3 4 5	SIMI	2	The black and white bull	A black and white dog 
74	8 9 10 <==> 7 8 9	EQUI	5	at the camera	at the camera 
74	6 7 <==> 6	EQUI	5	is looking	looking 
74	11 <==> 0	NOALI	NIL	.	-not aligned- 
74	0 <==> 10	NOALI	NIL	-not aligned-	. 
75	0 <==> 4 5	NOALI	NIL	-not aligned-	a wheelie 
75	11 <==> 0	NOALI	NIL	.	-not aligned- 
75	0 <==> 6 7 8	NOALI	NIL	-not aligned-	on a plank 
75	8 9 10 <==> 12 13 14	EQUI	5	in the background	in the background 
75	4 5 6 7 <==> 0	NOALI	NIL	with a dining table	-not aligned- 
75	0 <==> 9 10 11	NOALI	NIL	-not aligned-	with the beach 
75	0 <==> 3	NOALI	NIL	-not aligned-	doing 
75	1 2 3 <==> 0	NOALI	NIL	A living room	-not aligned- 
75	0 <==> 1 2	NOALI	NIL	-not aligned-	A boy 
75	0 <==> 15	NOALI	NIL	-not aligned-	. 
76	5 6 7 <==> 0	NOALI	NIL	are spread out	-not aligned- 
76	1 2 <==> 0	ALIC	NIL	The flock	-not aligned- 
76	0 <==> 8	NOALI	NIL	-not aligned-	. 
76	11 <==> 0	NOALI	NIL	.	-not aligned- 
76	0 <==> 5 6 7	NOALI	NIL	-not aligned-	on the floor 
76	8 9 10 <==> 0	NOALI	NIL	in the field	-not aligned- 
76	0 <==> 4	NOALI	NIL	-not aligned-	stands 
76	3 4 <==> 1 2 3	SIMI	1	of sheep	A white cat 
77	5 6 7 <==> 4 5 6	SIMI	1	beside the road	in the field 
77	0 <==> 7	NOALI	NIL	-not aligned-	. 
77	8 <==> 0	NOALI	NIL	.	-not aligned- 
77	3 4 <==> 3	EQUI	5	are grazing	grazing 
77	1 2 <==> 1 2	SIMI	2	Five cows	Several sheep 
78	6 7 8 9 <==> 3 4 5 6	SIMI	4	in a living room	in a dining room 
78	0 <==> 7	NOALI	NIL	-not aligned-	. 
78	10 <==> 0	NOALI	NIL	.	-not aligned- 
78	4 5 <==> 0	ALIC	NIL	is parked	-not aligned- 
78	1 2 3 <==> 1 2	SPE1	4	A silver bicycle	A bicycle 
79	0 <==> 10	NOALI	NIL	-not aligned-	. 
79	0 <==> 1	NOALI	NIL	-not aligned-	Man 
79	5 <==> 5	REL	3	sleeping	sitting 
79	1 2 3 4 <==> 0	NOALI	NIL	An orange tabby cat	-not aligned- 
79	9 <==> 0	NOALI	NIL	.	-not aligned- 
79	0 <==> 3 4	NOALI	NIL	-not aligned-	a bib 
79	0 <==> 2	NOALI	NIL	-not aligned-	wearing 
79	6 7 8 <==> 6 7 8 9	SPE2	4	on the sofa	on a green couch 
80	3 4 <==> 0	NOALI	NIL	are playing	-not aligned- 
80	7 <==> 0	NOALI	NIL	and	-not aligned- 
80	9 10 <==> 0	NOALI	NIL	a drink	-not aligned- 
80	0 <==> 16	NOALI	NIL	-not aligned-	. 
80	0 <==> 13 14 15	NOALI	NIL	-not aligned-	feeding a sheep 
80	0 <==> 1 2	NOALI	NIL	-not aligned-	There is 
80	11 <==> 0	NOALI	NIL	.	-not aligned- 
80	5 6 <==> 0	NOALI	NIL	a guitar	-not aligned- 
80	1 2 <==> 3 4 5	SIMI	2	The men	a young boy 
80	8 <==> 0	NOALI	NIL	having	-not aligned- 
80	0 <==> 6 7 8 9 10 11 12	NOALI	NIL	-not aligned-	with a red and blue jacket on 
81	6 <==> 13	SIMI	3	sits	relaxes 
81	11 <==> 0	NOALI	NIL	.	-not aligned- 
81	1 2 3 4 5 <==> 1 2 3 4 5 6	SPE2	3	A brown and white dog	A small orange and white dog 
81	7 8 9 10 <==> 14 15 16 17 18	SIMI	2	on a floral-patterned chair	on a flower print pillow 
81	0 <==> 7 8 9 10 11 12	NOALI	NIL	-not aligned-	with a collar and a bell 
81	0 <==> 19	NOALI	NIL	-not aligned-	. 
82	0 <==> 5	NOALI	NIL	-not aligned-	, 
82	8 <==> 6	EQUI	5	looking	looking 
82	0 <==> 12 13	NOALI	NIL	-not aligned-	opposite directions 
82	1 2 <==> 1 2	EQUI	5	Two sheep	Two sheep 
82	12 <==> 0	NOALI	NIL	.	-not aligned- 
82	0 <==> 10	NOALI	NIL	-not aligned-	, 
82	0 <==> 3 4	NOALI	NIL	-not aligned-	are standing 
82	9 10 11 <==> 7 8 9	EQUI	5	at the camera	at the camera 
82	3 4 5 6 7 <==> 0	NOALI	NIL	on to of a cliff	-not aligned- 
82	0 <==> 14	NOALI	NIL	-not aligned-	. 
82	0 <==> 11	NOALI	NIL	-not aligned-	face 
83	0 <==> 9	NOALI	NIL	-not aligned-	. 
83	11 <==> 0	NOALI	NIL	.	-not aligned- 
83	3 4 <==> 0	NOALI	NIL	of locomotives	-not aligned- 
83	0 <==> 1 2 3 4	NOALI	NIL	-not aligned-	A dark brown horse 
83	8 9 10 <==> 6 7 8	EQUI	5	in a field	in a field 
83	1 2 <==> 0	NOALI	NIL	A row	-not aligned- 
83	0 <==> 5	NOALI	NIL	-not aligned-	standing 
83	5 6 7 <==> 0	NOALI	NIL	on a siding	-not aligned- 
84	11 <==> 0	NOALI	NIL	.	-not aligned- 
84	0 <==> 14	NOALI	NIL	-not aligned-	. 
84	0 <==> 1 2 3	NOALI	NIL	-not aligned-	A young girl 
84	1 2 <==> 0	NOALI	NIL	A group	-not aligned- 
84	3 4 5 <==> 0	NOALI	NIL	of river barges	-not aligned- 
84	0 <==> 4	NOALI	NIL	-not aligned-	wearing 
84	0 <==> 8 9 10	NOALI	NIL	-not aligned-	with a bicycle 
84	0 <==> 5 6 7	NOALI	NIL	-not aligned-	a bike helmet 
84	8 9 10 <==> 11 12 13	EQUI	5	in the background	in the background 
84	6 7 <==> 0	NOALI	NIL	with trees	-not aligned- 
85	3 <==> 4	EQUI	5	laying	lying 
85	9 10 11 <==> 11 12 13	EQUI	5	at the camera	at the camera 
85	1 2 <==> 1 2 3	SIMI	3	A cat	A tan dog 
85	12 <==> 0	NOALI	NIL	.	-not aligned- 
85	8 <==> 9 10	SPE2	4	looking	looking up 
85	4 5 6 7 <==> 5 6 7 8	SPE1	4	on a red cushion	on a moggie bed 
85	0 <==> 14	NOALI	NIL	-not aligned-	. 
86	0 <==> 10	NOALI	NIL	-not aligned-	. 
86	5 6 <==> 4 5 6	EQUI	5	a boat	on a boat 
86	7 8 9 <==> 7 8 9	SIMI	2	near the shore	on green water 
86	10 <==> 0	NOALI	NIL	.	-not aligned- 
86	1 2 <==> 1 2	EQUI	5	Four people	four people 
86	3 4 <==> 3	SPE1	3	are rowing	are 
87	0 <==> 6	NOALI	NIL	-not aligned-	. 
87	3 4 5 <==> 3 4 5	EQUI	5	in the sky	in the sky 
87	6 <==> 0	NOALI	NIL	.	-not aligned- 
87	1 2 <==> 1 2	SIMI	3	Two airplanes	A plane 
88	14 <==> 0	NOALI	NIL	.	-not aligned- 
88	0 <==> 1 2	ALIC	NIL	-not aligned-	A room 
88	8 9 10 11 12 13 <==> 3 4 5 6 7 8 9 10	SIMI	4	in front of the laundry room	with tan walls and a washer and dryer 
88	3 4 5 6 7 <==> 0	NOALI	NIL	a small desk and chair	-not aligned- 
88	1 2 <==> 0	NOALI	NIL	There is	-not aligned- 
88	0 <==> 11	NOALI	NIL	-not aligned-	. 
89	4 <==> 0	NOALI	NIL	displayed	-not aligned- 
89	1 2 3 <==> 0	NOALI	NIL	World news headlines	-not aligned- 
89	0 <==> 3	NOALI	NIL	-not aligned-	dressed 
89	0 <==> 7	NOALI	NIL	-not aligned-	relaxes 
89	0 <==> 4 5 6	NOALI	NIL	-not aligned-	for a race 
89	0 <==> 8	NOALI	NIL	-not aligned-	. 
89	0 <==> 1 2	NOALI	NIL	-not aligned-	A man 
89	9 <==> 0	NOALI	NIL	.	-not aligned- 
89	5 6 7 8 <==> 0	NOALI	NIL	on a large screen	-not aligned- 
90	3 4 5 <==> 3 4	REL	2	on the porch	on acouch 
90	0 <==> 5	NOALI	NIL	-not aligned-	. 
90	1 <==> 1	EQUI	5	People	People 
90	2 <==> 2	EQUI	5	sitting	sitting 
90	6 <==> 0	NOALI	NIL	.	-not aligned- 
91	0 <==> 7 8 9 10	NOALI	NIL	-not aligned-	of an orange SUV 
91	3 <==> 3	SIMI	2	sitting	riding 
91	1 2 <==> 1 2	EQUI	5	A man	A man 
91	11 <==> 0	NOALI	NIL	.	-not aligned- 
91	0 <==> 4 5 6	NOALI	NIL	-not aligned-	on the back 
91	8 <==> 0	NOALI	NIL	playing	-not aligned- 
91	0 <==> 11	NOALI	NIL	-not aligned-	. 
91	9 10 <==> 0	NOALI	NIL	the guitar	-not aligned- 
91	4 5 6 7 <==> 0	ALIC	NIL	in a back yard	-not aligned- 
92	4 5 6 7 <==> 4 5 6	SIMI	3	near two tiny animals	near her children 
92	3 <==> 3	EQUI	5	stands	standing 
92	0 <==> 7	NOALI	NIL	-not aligned-	. 
92	8 <==> 0	NOALI	NIL	.	-not aligned- 
92	1 2 <==> 1 2	SIMI	4	A lamb	A sheep 
93	3 4 5 <==> 0	NOALI	NIL	with ear tags	-not aligned- 
93	6 7 8 9 <==> 4 5 6 7	SIMI	3	on a grassy field	on a green hill 
93	10 <==> 0	NOALI	NIL	.	-not aligned- 
93	0 <==> 8	NOALI	NIL	-not aligned-	. 
93	0 <==> 3	NOALI	NIL	-not aligned-	standing 
93	1 2 <==> 1 2	SIMI	2	Tan cow	Many sheep 
94	3 4 5 6 7 <==> 5 6 7 8 9	REL	4	in front of some ruins	in front of a building 
94	1 2 <==> 1 2 3	SPE2	4	A bicycle	A pink bicycle 
94	8 <==> 0	NOALI	NIL	.	-not aligned- 
94	0 <==> 10	NOALI	NIL	-not aligned-	. 
94	0 <==> 4	NOALI	NIL	-not aligned-	is 
95	3 4 5 6 <==> 1 2 3 4	EQUI	5	of black faced sheep	A black faced sheep 
95	0 <==> 5	NOALI	NIL	-not aligned-	. 
95	1 2 <==> 0	NOALI	NIL	A field	-not aligned- 
95	7 <==> 0	NOALI	NIL	.	-not aligned- 
96	9 <==> 0	NOALI	NIL	.	-not aligned- 
96	6 7 8 <==> 0	NOALI	NIL	on green grass	-not aligned- 
96	0 <==> 1 2 3 4 5	NOALI	NIL	-not aligned-	A red and white plane 
96	0 <==> 11	NOALI	NIL	-not aligned-	. 
96	1 2 3 4 <==> 0	NOALI	NIL	Brown and white ducks	-not aligned- 
96	5 <==> 6	SIMI	1	walking	flying 
96	0 <==> 7 8 9 10	NOALI	NIL	-not aligned-	on a sunny day 
97	11 <==> 0	NOALI	NIL	.	-not aligned- 
97	6 <==> 4	EQUI	5	standing	standing 
97	7 8 9 10 <==> 5 6 7 8	EQUI	5	in a grassy field	in a grassy field 
97	0 <==> 9	NOALI	NIL	-not aligned-	. 
97	1 2 3 4 5 <==> 1 2 3	SIMI	1	A black and white cow	A blue jay 
98	3 <==> 3	SIMI	2	sitting	sitting 
98	0 <==> 7 8 9 10	NOALI	NIL	-not aligned-	in a train yard 
98	0 <==> 11	NOALI	NIL	-not aligned-	. 
98	7 8 9 <==> 0	NOALI	NIL	at Christmas holding	-not aligned- 
98	12 <==> 0	NOALI	NIL	.	-not aligned- 
98	4 5 6 <==> 0	NOALI	NIL	in a chair	-not aligned- 
98	10 11 <==> 0	NOALI	NIL	make up	-not aligned- 
98	0 <==> 1 2	NOALI	NIL	-not aligned-	A train 
98	1 2 <==> 0	NOALI	NIL	A women	-not aligned- 
98	0 <==> 4 5 6	NOALI	NIL	-not aligned-	on the tracks 
99	0 <==> 10	NOALI	NIL	-not aligned-	. 
99	1 2 3 <==> 1 2 3	SIMI	2	A young woman	Two young kids 
99	5 6 <==> 0	NOALI	NIL	in black	-not aligned- 
99	0 <==> 8 9	NOALI	NIL	-not aligned-	on chairs 
99	7 <==> 0	NOALI	NIL	.	-not aligned- 
99	4 <==> 4 5	SPE2	4	dressed	dressed up 
99	0 <==> 6 7	NOALI	NIL	-not aligned-	sitting down 
100	4 5 6 <==> 0	NOALI	NIL	at a distance	-not aligned- 
100	0 <==> 3 4 5 6	NOALI	NIL	-not aligned-	with a white horse 
100	0 <==> 1 2	NOALI	NIL	-not aligned-	A woman 
100	3 <==> 0	NOALI	NIL	flying	-not aligned- 
100	1 2 <==> 0	NOALI	NIL	A plane	-not aligned- 
100	7 <==> 0	NOALI	NIL	.	-not aligned- 
100	0 <==> 7	NOALI	NIL	-not aligned-	. 
101	5 6 <==> 6 7 8 9	SPE2	3	on side	on a crowded street 
101	0 <==> 10	NOALI	0	-not aligned-	. 
101	9 <==> 0	NOALI	0	.	-not aligned- 
101	7 8 <==> 0	ALIC	NIL	of street	-not aligned- 
101	1 2 3 4 <==> 1 2 3 4 5	EQUI	5	Red double decker bus	A red double decker bus 
102	1 2 <==> 1 2 3	SPE2	4	A bus	A green bus 
102	8 <==> 0	NOALI	NIL	.	-not aligned- 
102	3 4 <==> 4 5	EQUI	5	drives down	drives down 
102	0 <==> 8	NOALI	NIL	-not aligned-	. 
102	5 6 7 <==> 6 7	SPE1	4	a busy road	a road 
103	4 5 6 <==> 0	NOALI	NIL	with a bracelet	-not aligned- 
103	1 2 3 <==> 1 2	SPE1	4	A young woman	A women 
103	7 8 <==> 3	EQUI	5	is wearing	wearing 
103	0 <==> 9	NOALI	NIL	-not aligned-	. 
103	9 10 11 12 13 <==> 4 5 6 7 8	EQUI	5	a bikini top and jeans	a bikini top and jeans 
103	14 <==> 0	NOALI	NIL	.	-not aligned- 
104	0 <==> 10	NOALI	NIL	-not aligned-	. 
104	1 2 3 4 5 <==> 1 2 3	SIMI	3	A yellow and blue airplane	The white airplane 
104	6 7 <==> 4 5	EQUI	5	is flying	is flying 
104	8 9 10 <==> 6 7 8 9	SPE2	4	in the sky	in the blue sky 
104	11 <==> 0	NOALI	NIL	.	-not aligned- 
105	0 <==> 4	NOALI	NIL	-not aligned-	stand 
105	8 9 10 <==> 9 10 11	SPE2	3	near the water	on a beach 
105	4 5 6 7 <==> 5 6 7 8	EQUI	5	with two Indian girls	with two Indian girls 
105	1 2 3 <==> 1 2 3	EQUI	5	Two Indian women	Two Indian woman 
105	11 <==> 0	NOALI	NIL	.	-not aligned- 
105	0 <==> 12	NOALI	NIL	-not aligned-	. 
106	0 <==> 14	NOALI	NIL	-not aligned-	. 
106	1 2 3 <==> 1 2 3	EQUI	5	A living room	A living room 
106	8 9 10 <==> 11 12 13	EQUI	5	in the background	in the background 
106	4 5 6 7 <==> 4 5 6 7 8 9 10	SPE2	3	with a dining table	with large sofas and a dining table 
106	11 <==> 0	NOALI	NIL	.	-not aligned- 
107	8 9 <==> 11 12	EQUI	5	with trees	with trees 
107	13 <==> 0	NOALI	NIL	.	-not aligned- 
107	0 <==> 16	NOALI	NIL	-not aligned-	. 
107	0 <==> 8 9 10	NOALI	NIL	-not aligned-	down a river 
107	3 <==> 3	EQUI	5	paddling	padding 
107	1 2 <==> 1 2	EQUI	5	Two people	Two people 
107	10 11 12 <==> 13 14 15	EQUI	5	in the background	in the background 
107	4 5 6 7 <==> 4 5 6 7	SIMI	4	in a red canoe	in a yellow canoe 
108	4 5 <==> 4 5 6	SIMI	4	at sunset	near the sunset 
108	6 <==> 0	NOALI	NIL	.	-not aligned- 
108	1 <==> 1 2	EQUI	5	Plane	A plane 
108	0 <==> 7	NOALI	NIL	-not aligned-	. 
108	2 3 <==> 3	SIMI	4	in mid-flight	flying 
109	5 6 7 <==> 8 9 10	EQUI	5	to the side	to the side 
109	11 <==> 0	NOALI	NIL	.	-not aligned- 
109	0 <==> 14	NOALI	NIL	-not aligned-	. 
109	1 2 3 <==> 1 2 3 4 5	SIMI	4	A yellow parrot	A yellow and orange bird 
109	8 9 10 <==> 11 12 13	EQUI	5	of its cage	of a cage 
109	4 <==> 6 7	EQUI	5	clings	hold on 
110	7 <==> 0	NOALI	NIL	.	-not aligned- 
110	2 <==> 3	EQUI	5	sailing	sailing 
110	0 <==> 8	NOALI	NIL	-not aligned-	. 
110	3 4 5 6 <==> 4 5 6 7	EQUI	5	in a small sailboat	in a small sailboat 
110	1 <==> 1 2	SPE2	4	Couple	Two men 
111	5 <==> 0	NOALI	NIL	.	-not aligned- 
111	1 2 3 4 <==> 1 2 3 4 5	EQUI	5	Red double decker bus	A red , double-decker bus 
111	0 <==> 6	NOALI	NIL	-not aligned-	. 
112	1 2 <==> 1 2 3	EQUI	5	A close-up	Close up image 
112	6 7 8 <==> 7 8 9 10	EQUI	5	with its tongue	with it 's tongue 
112	11 <==> 0	NOALI	NIL	.	-not aligned- 
112	0 <==> 13	NOALI	NIL	-not aligned-	. 
112	9 10 <==> 11 12	EQUI	5	hanging out	hanging out 
112	3 4 5 <==> 4 5 6	EQUI	5	of a sheep	of a sheep 
113	4 <==> 4	SIMI	4	sitting	perched 
113	5 6 7 <==> 5 6 7 8	SPE2	4	on a branch	on an icy branch 
113	10 <==> 0	NOALI	NIL	.	-not aligned- 
113	1 2 3 <==> 1 2 3	EQUI	5	a small bird	A small bird 
113	8 9 <==> 0	NOALI	NIL	in winter	-not aligned- 
113	0 <==> 9	NOALI	NIL	-not aligned-	. 
114	7 <==> 5	SIMI	2	stand	walking 
114	0 <==> 9	NOALI	NIL	-not aligned-	. 
114	11 <==> 0	NOALI	NIL	.	-not aligned- 
114	1 2 3 4 5 6 <==> 1 2 3 4	SPE1	4	A brown duck and white duck	Brown and white ducks 
114	8 9 10 <==> 6 7 8	SPE2	4	on the grass	on green grass 
115	1 <==> 1 2	SPE2	4	Cows	Five cows 
115	8 <==> 0	NOALI	NIL	.	-not aligned- 
115	2 <==> 3	EQUI	5	grazing	grazing 
115	3 4 5 6 7 <==> 4 5 6 7 8	EQUI	5	in a snow covered field	in a snow covered field 
115	0 <==> 9	NOALI	NIL	-not aligned-	. 
116	0 <==> 29	NOALI	NIL	-not aligned-	. 
116	0 <==> 21	NOALI	NIL	-not aligned-	which 
116	0 <==> 22	NOALI	NIL	-not aligned-	is 
116	2 3 4 <==> 3 4 5 6 7 8 9	SPE2	3	with blue shirt	in a blue shirt and tan pants 
116	6 7 8 9 10 <==> 12 13 14 15 16	SIMI	3	in front of a fountain	in front of a statue 
116	11 <==> 0	NOALI	NIL	.	-not aligned- 
116	5 <==> 10 11	EQUI	5	standing	is standing 
116	0 <==> 17 18 19	NOALI	NIL	-not aligned-	of a man 
116	1 <==> 1 2	EQUI	5	Man	A man 
116	0 <==> 20	NOALI	NIL	-not aligned-	, 
116	0 <==> 23 24 25 26 27 28	NOALI	NIL	-not aligned-	in a cobble stone paved plaza 
117	4 5 6 <==> 4 5 6 7	EQUI	5	on the floor	on on the floor 
117	0 <==> 12 13 14	NOALI	NIL	-not aligned-	on a box 
117	10 11 <==> 0	NOALI	NIL	on top	-not aligned- 
117	8 9 <==> 0	NOALI	NIL	stacked up	-not aligned- 
117	7 <==> 0	NOALI	NIL	and	-not aligned- 
117	12 13 14 <==> 0	NOALI	NIL	of one another	-not aligned- 
117	0 <==> 3	NOALI	NIL	-not aligned-	, 
117	3 <==> 0	NOALI	NIL	are	-not aligned- 
117	0 <==> 8	NOALI	NIL	-not aligned-	, 
117	15 <==> 0	NOALI	NIL	.	-not aligned- 
117	0 <==> 15	NOALI	NIL	-not aligned-	. 
117	0 <==> 9 10 11	NOALI	NIL	-not aligned-	the other two 
117	1 2 <==> 1 2	SPE2	4	Several televisions	Three televisions 
118	0 <==> 10	NOALI	NIL	-not aligned-	. 
118	10 <==> 0	NOALI	NIL	.	-not aligned- 
118	5 6 7 8 9 <==> 5 6 7 8 9	EQUI	5	in front of a bookcase	in front of book shelves 
118	1 2 3 4 <==> 1 2 3 4	EQUI	5	A clear plastic chair	a clear plastic chair 
119	3 <==> 4	EQUI	5	stands	standing 
119	7 <==> 0	NOALI	NIL	.	-not aligned- 
119	0 <==> 8	NOALI	NIL	-not aligned-	. 
119	1 2 <==> 1 2 3	SPE2	4	A sheep	A large sheep 
119	4 5 6 <==> 5 6 7	SIMI	4	on a hillside	on a hill 
120	0 <==> 9	NOALI	NIL	-not aligned-	. 
120	1 2 3 4 <==> 1 2 3 4 5	EQUI	5	Blue and red plane	a blue and red airplane 
120	8 <==> 0	NOALI	NIL	.	-not aligned- 
120	5 6 7 <==> 6 7 8	EQUI	5	in mid-air flight	while in flight 
121	5 6 7 <==> 5 6 7	EQUI	5	on the floor	on the floor 
121	8 <==> 0	NOALI	NIL	.	-not aligned- 
121	1 2 3 4 <==> 1 2 3	EQUI	5	A flat screen TV	A flat-screen TV 
121	0 <==> 8	NOALI	NIL	-not aligned-	. 
121	0 <==> 4	NOALI	NIL	-not aligned-	sits 
122	6 <==> 0	NOALI	NIL	.	-not aligned- 
122	0 <==> 10	NOALI	NIL	-not aligned-	. 
122	2 3 4 5 <==> 3 4 5 6	SPE2	4	with several computer monitors	with four computer monitors 
122	0 <==> 7 8 9	NOALI	NIL	-not aligned-	in a row 
122	1 <==> 1 2	EQUI	5	Room	A room 
123	3 4 5 6 <==> 3 4 5	SPE1	4	of a stop sign	of a sign 
123	0 <==> 9	NOALI	NIL	-not aligned-	. 
123	10 11 <==> 8	EQUI	5	on it	on 
123	1 2 <==> 1 2	EQUI	5	the back	The back 
123	7 8 9 <==> 6 7	SPE1	4	with many stickers	with stickers 
123	12 <==> 0	NOALI	NIL	.	-not aligned- 
124	9 <==> 0	NOALI	NIL	.	-not aligned- 
124	0 <==> 10	NOALI	NIL	-not aligned-	. 
124	1 2 3 4 <==> 1 2	SPE1	4	Living room or den	Living room 
124	5 6 7 8 <==> 3 4 5 6 7 8 9	SPE2	3	with large screen television	with tan furniture and flat screen television 
125	6 7 <==> 6 7	EQUI	5	driving down	driving down 
125	10 <==> 0	NOALI	NIL	.	-not aligned- 
125	1 2 3 4 5 <==> 1 2 3 4 5	EQUI	5	A doubly decker red bus	A red double decker bus 
125	8 9 <==> 8 9	SPE2	4	the road	a street 
125	0 <==> 10	NOALI	NIL	-not aligned-	. 
126	8 9 <==> 7 8 9	EQUI	5	for camera	for the camera 
126	7 <==> 0	ALIC	NIL	smiling	-not aligned- 
126	10 <==> 0	NOALI	NIL	.	-not aligned- 
126	6 <==> 0	NOALI	NIL	,	-not aligned- 
126	5 <==> 5 6	SIMI	4	stand	are posing 
126	1 2 3 4 <==> 1 2 3 4	EQUI	5	A man and woman	A man and woman 
126	0 <==> 10	NOALI	NIL	-not aligned-	. 
127	1 2 3 <==> 1 2 3	SPE2	4	A white bird	Large white bird 
127	0 <==> 12	NOALI	NIL	-not aligned-	. 
127	12 <==> 0	NOALI	NIL	.	-not aligned- 
127	4 5 6 7 <==> 4 5 6 7	SIMI	3	with long orange legs	with long orange beak 
127	9 10 11 <==> 9 10 11	SPE1	4	by a lake	on the shoreline 
127	8 <==> 8	EQUI	5	standing	standing 
128	0 <==> 5 6 7	ALIC	NIL	-not aligned-	on the tracks 
128	10 <==> 0	NOALI	NIL	.	-not aligned- 
128	0 <==> 11	NOALI	NIL	-not aligned-	. 
128	4 <==> 3 4	SIMI	4	driving	is riding 
128	5 6 7 8 9 <==> 8 9 10	SPE1	3	through a snow covered city	in the snow 
128	1 2 3 <==> 1 2	SPE1	4	A red train	The train 
129	10 <==> 0	NOALI	NIL	.	-not aligned- 
129	7 8 9 <==> 5 6 7	EQUI	5	on the runway	on a runway 
129	6 <==> 4	SIMI	4	sits	parked 
129	0 <==> 8	NOALI	NIL	-not aligned-	. 
129	1 2 3 4 5 <==> 1 2 3	SPE1	4	A Das Air Cargo plane	A passenger plane 
130	4 5 6 <==> 7 8 9 10	SIMI	4	on purple sheet	on a purple blanket 
130	1 2 <==> 1 2 3 4 5	SPE2	3	A cat	A black and white cat 
130	0 <==> 11	NOALI	NIL	-not aligned-	. 
130	7 <==> 0	NOALI	NIL	.	-not aligned- 
130	3 <==> 6	EQUI	5	sleeps	sleeps 
131	8 9 10 <==> 9 10	SPE1	4	an England street	the street 
131	1 2 3 4 5 <==> 1 2 3 4 5 6	SPE2	4	A red and white bus	A red and white England bus 
131	11 <==> 0	NOALI	NIL	.	-not aligned- 
131	0 <==> 11	NOALI	NIL	-not aligned-	. 
131	6 7 <==> 7 8	EQUI	5	drives down	drives down 
132	1 2 <==> 1 2	EQUI	5	a jockey	A jockey 
132	6 <==> 0	NOALI	NIL	.	-not aligned- 
132	3 <==> 3	EQUI	5	riding	riding 
132	0 <==> 6 7 8	NOALI	NIL	-not aligned-	in a pen 
132	0 <==> 9	NOALI	NIL	-not aligned-	. 
132	4 5 <==> 4 5	EQUI	5	a horse	a horse 
133	1 2 <==> 1 2	EQUI	5	A kitchen	A kitchen 
133	0 <==> 8	NOALI	NIL	-not aligned-	. 
133	9 <==> 0	NOALI	NIL	.	-not aligned- 
133	3 4 5 6 7 8 <==> 3 4 5 6 7	SPE1	4	with wood cabinets and dining table	with wooden cabinets and furniture 
134	5 6 7 <==> 0	ALIC	NIL	near a wall	-not aligned- 
134	0 <==> 11 12 13	NOALI	NIL	-not aligned-	in the evening 
134	13 14 15 <==> 8 9 10	EQUI	5	of a cityscape	of a city 
134	0 <==> 14	NOALI	NIL	-not aligned-	. 
134	16 <==> 0	NOALI	NIL	.	-not aligned- 
134	9 10 11 12 <==> 5 6 7	SIMI	4	with a graffiti scene	by a mural 
134	8 <==> 0	NOALI	NIL	covered	-not aligned- 
134	1 2 <==> 1 2	EQUI	5	A motorcycles	A motorcycle 
134	3 4 <==> 3 4	EQUI	5	is parked	is parked 
135	0 <==> 10	NOALI	NIL	-not aligned-	. 
135	5 6 <==> 0	NOALI	NIL	its wings	-not aligned- 
135	10 <==> 0	NOALI	NIL	.	-not aligned- 
135	0 <==> 5 6	NOALI	NIL	-not aligned-	is sitting 
135	7 8 9 <==> 7 8 9	EQUI	5	in the water	in the water 
135	3 4 <==> 0	NOALI	NIL	is flapping	-not aligned- 
135	1 2 <==> 1 2 3 4	SPE2	3	A bird	A large black bird 
136	6 7 8 9 <==> 6 7 8 9	SIMI	4	in a fenced area	in a gated yard 
136	3 <==> 3	EQUI	5	pets	pets 
136	4 5 <==> 4 5	EQUI	5	a dog	a dog 
136	1 2 <==> 1 2	EQUI	5	A woman	A woman 
136	0 <==> 10	NOALI	NIL	-not aligned-	. 
