sentence_id	chunks_ids	type	score	chunk1	chunk2
75	1 <==> 0	NOALI	NIL	Can	-not aligned- 
75	0 <==> 2	NOALI	NIL	-not aligned-	says 
76	5 6 7 <==> 0	NOALI	NIL	over prisoner swap	-not aligned- 
76	4 <==> 0	NOALI	NIL	convene	-not aligned- 
76	0 <==> 9 10 11	NOALI	NIL	-not aligned-	of Prisoner X 
76	0 <==> 4 5 6	NOALI	NIL	-not aligned-	for internal probe 
76	2 <==> 0	NOALI	NIL	,	-not aligned- 
76	1 <==> 0	NOALI	NIL	Israelis	-not aligned- 
76	0 <==> 1 2	NOALI	NIL	-not aligned-	Israeli lawmakers 
76	3 <==> 0	NOALI	NIL	Palestinians	-not aligned- 
76	0 <==> 7 8	NOALI	NIL	-not aligned-	into case 
76	0 <==> 3	NOALI	NIL	-not aligned-	call 
77	2 <==> 2	SIMI	2	reiterates	announces 
77	4 5 6 <==> 4 5	SIMI	2	to phase out	to change 
77	3 <==> 3	EQUI	5	plan	plans 
77	7 8 <==> 6 7 8	SPE2	3	polymer notes	polymer Naira notes 
77	0 <==> 1	NOALI	NIL	-not aligned-	Nigeria 
77	1 <==> 0	NOALI	NIL	CBN	-not aligned- 
78	9 <==> 0	NOALI	NIL	''	-not aligned- 
78	5 <==> 0	NOALI	NIL	struggling	-not aligned- 
78	1 2 3 <==> 1 2 3	SPE1	4	India gang-rape victim	Indian rape victim 
78	0 <==> 5 6 7	NOALI	NIL	-not aligned-	in Singapore hospital 
78	6 7 8 <==> 0	NOALI	NIL	against the odds	-not aligned- 
78	4 <==> 0	NOALI	NIL	``	-not aligned- 
78	0 <==> 4	NOALI	NIL	-not aligned-	dies 
79	3 <==> 0	NOALI	NIL	cabinet	-not aligned- 
79	1 <==> 1	SPE1	3	Yacimovich	Israel 
79	4 5 <==> 2	SIMI	4	to approve	agrees 
79	2 <==> 0	NOALI	NIL	urges	-not aligned- 
79	6 7 <==> 5 6 7	SPE2	4	Palestinian prisoners	104 Palestinian prisoners 
79	8 <==> 3 4	EQUI	5	release	to free 
80	4 5 6 <==> 5 6	SPE1	4	over settlement plans	over settlements 
80	1 2 <==> 3 4	SIMI	4	Israeli envoys	Israeli envoy 
80	0 <==> 1	NOALI	NIL	-not aligned-	Britain 
80	3 <==> 2	EQUI	5	summoned	summons 
81	0 <==> 4	NOALI	NIL	-not aligned-	ouster 
81	0 <==> 5 6	NOALI	NIL	-not aligned-	of officer 
81	6 <==> 0	NOALI	NIL	shot	-not aligned- 
81	0 <==> 7 8 9	NOALI	NIL	-not aligned-	who faked death 
81	0 <==> 1 2	NOALI	NIL	-not aligned-	Navy panel 
81	3 4 5 <==> 0	NOALI	NIL	after police officer	-not aligned- 
81	2 <==> 0	NOALI	NIL	arrested	-not aligned- 
81	0 <==> 3	NOALI	NIL	-not aligned-	urges 
81	7 8 <==> 0	NOALI	NIL	in Leeds	-not aligned- 
81	1 <==> 0	NOALI	NIL	Man	-not aligned- 
82	1 <==> 7 8	EQUI	5	Obama	in Obama 
82	0 <==> 3	NOALI	NIL	-not aligned-	What 
82	0 <==> 4 5 6	NOALI	NIL	-not aligned-	to look for 
82	2 3 <==> 0	NOALI	NIL	to refocus	-not aligned- 
82	4 5 <==> 0	NOALI	NIL	on economy	-not aligned- 
82	0 <==> 1	NOALI	NIL	-not aligned-	Factbox 
82	6 7 8 9 10 <==> 9 10 11 12 13 14	SPE2	2	in State of the Union	's State of the Union speech 
82	0 <==> 2	NOALI	NIL	-not aligned-	: 
83	2 <==> 5 6	EQUI	5	convicted	jail time 
83	0 <==> 2	NOALI	NIL	-not aligned-	: 
83	0 <==> 4	ALIC	NIL	-not aligned-	get 
83	3 4 5 6 7 <==> 7 8 9 10	EQUI	5	in Kosovo organ trafficking case	in organ trafficking case 
83	0 <==> 1	ALIC	NIL	-not aligned-	Kosovo 
83	1 <==> 3	SIMI	4	Five	3 
84	4 <==> 3	EQUI	5	kills	kill 
84	0 <==> 4 5	NOALI	NIL	-not aligned-	at least 
84	1 <==> 0	NOALI	NIL	Wave	-not aligned- 
84	6 7 <==> 7 8	EQUI	5	in Iraq	in Iraq 
84	2 3 <==> 1 2	SPE2	3	of bombings	Car bombs 
84	5 <==> 6	SIMI	2	15	49 
85	2 <==> 2	EQUI	5	kill	kill 
85	3 4 <==> 3 4	SPE2	2	nine people	6 soldiers 
85	5 6 7 <==> 5 6 7	EQUI	5	in northwest Pakistan	in northwest Pakistan 
85	1 <==> 1	EQUI_POL	5	Gunmen	Militants 
86	2 <==> 0	NOALI	NIL	arrested	-not aligned- 
86	0 <==> 1	NOALI	NIL	-not aligned-	Workers 
86	0 <==> 2	NOALI	NIL	-not aligned-	protest 
86	3 4 5 6 7 <==> 3 4 5 6	SPE1	4	after deadly Bangladesh building collapse	after Bangladesh building collapse 
86	1 <==> 0	NOALI	NIL	8	-not aligned- 
87	2 <==> 0	NOALI	NIL	asks	-not aligned- 
87	3 4 <==> 0	NOALI	NIL	to stay	-not aligned- 
87	5 6 <==> 0	NOALI	NIL	in Russia	-not aligned- 
87	0 <==> 3 4 5	NOALI	NIL	-not aligned-	first Russia video 
87	1 <==> 1	EQUI	5	Snowden	Snowden 
87	0 <==> 2	NOALI	NIL	-not aligned-	releases 
88	0 <==> 4	NOALI	NIL	-not aligned-	silence 
88	0 <==> 1 2	NOALI	NIL	-not aligned-	Brazil leader 
88	0 <==> 3	NOALI	NIL	-not aligned-	breaks 
88	6 7 <==> 5 6	REL	2	against protesters	about protests 
88	1 2 <==> 0	NOALI	NIL	Thai police	-not aligned- 
88	4 5 <==> 0	NOALI	NIL	tear gas	-not aligned- 
88	3 <==> 0	NOALI	NIL	use	-not aligned- 
89	4 <==> 3	EQUI	5	kill	kills 
89	6 7 8 <==> 5 6 7	OPPO	4	in southern Iraq	in northern Iraq 
89	5 <==> 4	SIMI	3	8	14 
89	1 2 3 <==> 1 2	SPE1	4	2 car bombs	Car bombing 
90	6 7 8 <==> 6 7 8	SIMI	2	7 August 2013	11 April 2013 
90	0 <==> 5	NOALI	NIL	-not aligned-	: 
90	1 2 3 4 <==> 1 2 3 4	EQUI	5	Pictures of the day	Pictures of the day 
90	5 <==> 0	NOALI	NIL	:	-not aligned- 
91	5 6 <==> 1 2 3	EQUI	5	Red panda	Missing red panda 
91	4 <==> 0	NOALI	NIL	?	-not aligned- 
91	1 <==> 0	NOALI	NIL	Where	-not aligned- 
91	0 <==> 5	NOALI	NIL	-not aligned-	safely 
91	3 <==> 0	NOALI	NIL	Rusty	-not aligned- 
91	8 9 10 <==> 6 7 8	EQUI	5	from National Zoo	to National Zoo 
91	2 <==> 0	NOALI	NIL	's	-not aligned- 
91	7 <==> 4	OPPO	4	vanishes	returned 
92	4 <==> 4 5	SIMI	2	Taiwan	SW Pakistan 
92	3 <==> 3	EQUI	5	hits	hits 
92	1 2 <==> 1 2	SIMI	3	6.3-magnitude earthquake	7.7-magnitude earthquake 
93	5 <==> 0	NOALI	NIL	:	-not aligned- 
93	3 4 <==> 3	SIMI	4	Heats Up	soar 
93	6 7 8 9 10 11 <==> 7 8 9	SPE1	2	Google and IBM Post Strong Earnings	on strong earnings 
93	0 <==> 4 5 6	NOALI	NIL	-not aligned-	past $ 1,000 
93	1 2 <==> 1 2	REL	3	Tech Sector	Google shares 
94	2 3 <==> 0	NOALI	NIL	of Kenya	-not aligned- 
94	0 <==> 3	NOALI	NIL	-not aligned-	picked 
94	4 5 6 <==> 4 5 6	EQUI	5	's presidential candidates	as presidential candidate 
94	1 <==> 0	NOALI	NIL	Profiles	-not aligned- 
94	0 <==> 1 2	NOALI	NIL	-not aligned-	Italian journalist 
95	3 <==> 3	EQUI	5	kills	kill 
95	1 2 <==> 1 2	EQUI	5	Car bombing	Car bombings 
95	5 6 <==> 6 7 8	SIMI	2	in Damascus	in Iraqi capital 
95	4 <==> 4 5	SPE2	2	53	13 civilians 
96	6 <==> 0	NOALI	NIL	.	-not aligned- 
96	2 <==> 0	NOALI	NIL	condemns	-not aligned- 
96	0 <==> 1	NOALI	NIL	-not aligned-	Series 
96	1 <==> 6	SIMI	2	Syria	Iraq
96	3 4 5 <==> 0	NOALI	NIL	Israeli air strikes	-not aligned- 
96	0 <==> 5	NOALI	NIL	-not aligned-	strikes 
96	0 <==> 2 3 4	NOALI	NIL	-not aligned-	of deadly attacks 
97	6 <==> 5 6	SIMI	4	protests	at protesters 
97	7 8 <==> 7 8	EQUI	5	in Istanbul	in Istanbul 
97	0 <==> 4	NOALI	NIL	-not aligned-	teargas 
97	3 <==> 0	NOALI	NIL	urges	-not aligned- 
97	0 <==> 3	NOALI	NIL	-not aligned-	fire 
97	4 5 <==> 0	NOALI	NIL	to end	-not aligned- 
97	1 2 <==> 1 2	SIMI	3	Turkish PM	Turkish police 
98	12 13 14 <==> 0	NOALI	NIL	by Basque flag	-not aligned- 
98	7 <==> 0	NOALI	NIL	briefly	-not aligned- 
98	8 <==> 0	NOALI	NIL	delayed	-not aligned- 
98	11 <==> 0	NOALI	NIL	obstructed	-not aligned- 
98	1 <==> 5	EQUI	5	Start	starts 
98	9 <==> 0	NOALI	NIL	as	-not aligned- 
98	10 <==> 0	NOALI	NIL	view	-not aligned- 
98	2 3 4 5 6 <==> 1 2 3 4	EQUI	5	of San Fermin bull-running festival	San Fermin bull-running festival 
99	0 <==> 5 6 7	NOALI	NIL	-not aligned-	to 30 months 
99	4 <==> 0	NOALI	NIL	sought	-not aligned- 
99	0 <==> 10 11 12	NOALI	NIL	-not aligned-	for info leak 
99	0 <==> 4	NOALI	NIL	-not aligned-	sentenced 
99	1 2 3 <==> 1 2 3	SIMI	3	Former LAPD officer	Former CIA officer 
99	5 6 7 <==> 0	NOALI	NIL	in Irvine slayings	-not aligned- 
99	0 <==> 8 9	NOALI	NIL	-not aligned-	in prison 
100	0 <==> 3	NOALI	NIL	-not aligned-	reveals 
100	0 <==> 4 5	NOALI	NIL	-not aligned-	alarming levels 
100	3 <==> 0	NOALI	NIL	demands	-not aligned- 
100	1 2 <==> 1 2	REL	2	Pakistan court	Pakistan-UN report 
100	4 5 6 7 8 <==> 0	NOALI	NIL	` blasphemy ' rampage answers	-not aligned- 
100	0 <==> 6 7 8	NOALI	NIL	-not aligned-	of drug use 
101	1 2 <==> 1 2 3	EQUI	5	50th anniversary	On 50th anniversary 
101	0 <==> 9	NOALI	NIL	-not aligned-	holds 
101	5 6 <==> 4 5 6	EQUI	5	's death	of JFK death 
101	7 <==> 10 11 12	SPE2	3	remembered	its first memorial 
101	0 <==> 8	NOALI	0	-not aligned-	Dallas 
101	3 4 <==> 0	ALIC	NIL	of JFK	-not aligned- 
101	0 <==> 7	NOALI	0	-not aligned-	, 
102	1 <==> 1 2 3 4	SIMI	3	Israel	Gov ' t committee 
102	0 <==> 5	ALIC_FACT	NIL	-not aligned-	approves 
102	2 <==> 6	EQUI	5	frees	release 
102	3 4 <==> 7 8 9 10	SPE2	4	Palestinian prisoners	of 26 Palestinian prisoners 
103	3 4 5 <==> 7 8	REL	3	with Mandela family	to Mandela 
103	0 <==> 3	NOALI	NIL	-not aligned-	Zuma 
103	2 <==> 2	EQUI	5	meets	meets 
103	0 <==> 4	NOALI	NIL	-not aligned-	and 
103	1 <==> 1	EQUI	5	Obama	Obama 
103	0 <==> 5 6	NOALI	NIL	-not aligned-	pays tribute 
104	2 3 <==> 1 2	EQUI	5	's leader	Egypt president 
104	5 <==> 4	EQUI	5	state	state 
104	4 <==> 3	EQUI	5	imposes	declares 
104	1 <==> 0	ALIC	NIL	Egypt	-not aligned- 
104	6 7 <==> 5 6	EQUI	5	of emergency	of emergency 
104	8 9 10 <==> 7 8 9	EQUI	5	in 3 cities	in three cities 
105	3 4 5 <==> 3 4 5 6	SPE2	4	Nobel Peace Prize	2012 Nobel Peace Prize 
105	2 <==> 2	EQUI	5	receives	Receives 
105	1 <==> 1	EQUI	5	EU	EU 
106	0 <==> 2	NOALI	NIL	-not aligned-	: 
106	0 <==> 3	NOALI	NIL	-not aligned-	Fugitive 
106	1 2 3 <==> 0	NOALI	NIL	Bangladesh Opposition Leader	-not aligned- 
106	5 6 <==> 5 6	EQUI	5	to Death	to Death 
106	0 <==> 1	NOALI	NIL	-not aligned-	Bangladesh 
106	7 8 9 <==> 7 8 9 10	REL	3	for War Crimes	by War Crimes Tribunal 
106	4 <==> 4	EQUI	5	Sentenced	Sentenced 
107	3 4 5 <==> 4 5	EQUI	5	at Swedish consulate	Swedish Consulate 
107	6 7 <==> 0	ALIC	NIL	in Libya	-not aligned- 
107	0 <==> 3	NOALI	NIL	-not aligned-	Hits 
107	10 <==> 0	NOALI	NIL	,	-not aligned- 
107	0 <==> 8	NOALI	NIL	-not aligned-	, 
107	1 2 <==> 1 2	EQUI	5	Car bomb	Car Bomb 
107	11 12 <==> 9 10	EQUI	5	no casualties	None Hurt 
107	8 9 <==> 6 7	EQUI	5	's Benghazi	in Benghazi 
108	8 <==> 7 8	REL	3	roadmap	High Hopes 
108	2 <==> 0	ALIC	NIL	hopes	-not aligned- 
108	9 <==> 0	NOALI	NIL	'	-not aligned- 
108	7 <==> 0	NOALI	NIL	`	-not aligned- 
108	5 6 <==> 6	SIMI	2	will yield	Spur 
108	0 <==> 4 5	NOALI	NIL	-not aligned-	in Geneva 
108	3 4 <==> 1 2 3	EQUI	5	nuclear talks	Iran Nuclear Talks 
108	1 <==> 0	ALIC	NIL	Iran	-not aligned- 
109	1 2 <==> 1 2	EQUI	5	North Korea	North Korea 
109	3 <==> 3	SIMI_FACT	3	conducts	Confirms 
109	4 5 6 <==> 4 5 6	EQUI	5	third nuclear test	Third Nuclear Test 
110	4 <==> 4	EQUI	5	Hits	hits 
110	9 10 <==> 8 9	EQUI	5	in 2012	in 2012 
110	5 6 7 8 <==> 5 6 7	EQUI	5	Record $ 38 bn	record US$ 38b 
110	1 2 3 <==> 1 2 3	EQUI	5	Macau Gambling Revenue	Macau gambling revenue 
111	4 5 6 7 <==> 7 8 9	SPE1	3	for Same-Sex Marriages Hearing	for same-sex marriage 
111	3 <==> 4 5 6	SIMI	4	Prepares	pave the way 
111	1 2 <==> 1 2 3	SPE1	3	NM County	Some county officials 
112	2 3 <==> 4 5	EQUI	5	to host	to host 
112	0 <==> 3	NOALI	NIL	-not aligned-	race 
112	4 5 6 <==> 6 7	EQUI	5	2020 Olympic Games	2020 Olympics 
112	0 <==> 2	NOALI	NIL	-not aligned-	wins 
112	1 <==> 1	EQUI	5	Tokyo	Tokyo 
113	8 9 10 11 <==> 6 7 8	EQUI	5	in Mumbai rape case	in gang-rape case 
113	1 2 <==> 1 2	SPE2	4	Indian police	Mumbai police 
113	5 6 7 <==> 4 5	SPE1	4	all five suspects	fifth suspect 
113	3 4 <==> 3	SIMI	3	round up	arrest 
114	3 <==> 4 5	EQUI	5	Syria	about Syria 
114	0 <==> 3	NOALI	NIL	-not aligned-	grow 
114	4 5 6 <==> 6 7 8	EQUI	5	on chemical weapons	's chemical weapons 
114	1 <==> 1 2	SPE2	3	US	U.S. concerns 
114	2 <==> 0	NOALI	NIL	warns	-not aligned- 
115	3 <==> 3	OPPO	4	strengthens	weakens 
115	1 2 <==> 1 2	EQUI	5	China yuan	Chinese yuan 
115	4 5 <==> 4 5	SIMI	4	to 6.2689	to 6.2816 
115	6 7 <==> 6 7	EQUI	5	against USD	against USD 
116	3 4 5 <==> 3 4 5	EQUI	5	in new constitution	On New Constitution 
116	2 <==> 2	EQUI	5	votes	Vote 
116	1 <==> 1	EQUI	5	Egypt	Egyptians 
117	7 <==> 0	NOALI	NIL	five	-not aligned- 
117	4 <==> 0	NOALI	NIL	one	-not aligned- 
117	6 <==> 0	ALIC	NIL	wounds	-not aligned- 
117	5 <==> 0	NOALI	NIL	and	-not aligned- 
117	8 9 <==> 7 8	EQUI	5	in Benghazi	in Benghazi 
117	3 <==> 3	SPE1	2	kills	hits 
117	0 <==> 4 5 6	NOALI	NIL	-not aligned-	Libyan Foreign Ministry 
117	1 2 <==> 1 2	EQUI	5	Car bomb	Car bomb 
118	0 <==> 3	NOALI	NIL	-not aligned-	control 
118	3 4 <==> 0	NOALI	NIL	close in	-not aligned- 
118	1 2 <==> 1 2	EQUI	5	French-led troops	French-led troops 
118	5 6 <==> 5 6	EQUI	5	on Timbuktu	to Timbuktu 
118	0 <==> 4	NOALI	NIL	-not aligned-	access 
119	6 7 8 9 <==> 5 6 7 8	EQUI	5	at joint industrial zone	to joint industrial zone 
119	3 4 <==> 3	SIMI	3	to halt	blocks 
119	1 2 <==> 1 2	EQUI	5	N Korea	North Korea 
119	5 <==> 4	SPE1	3	work	access 
120	1 <==> 1	EQUI	5	Egyptians	Egyptians 
120	2 <==> 2	EQUI	5	vote	vote 
120	3 4 5 <==> 3 4 5	SIMI	3	on divisive constitution	on constitution change 
121	3 4 5 6 <==> 5 6 7	EQUI	5	final big immigration decisions	final big decisions 
121	0 <==> 8 9	ALIC	NIL	-not aligned-	in shaping 
121	0 <==> 10 11	ALIC	NIL	-not aligned-	immigration bill 
121	2 <==> 4	EQUI	5	nears	nearing 
121	1 <==> 1 2 3	SPE2	3	Committee	Senate Judiciary Committee 
122	5 6 7 8 <==> 5 6 7	SPE1	4	for Boston bomb victims	for Boston victims 
122	3 <==> 3	EQUI	5	observes	observes 
122	1 2 <==> 1 2	EQUI	5	London Marathon	London Marathon 
122	4 <==> 4	EQUI	5	silence	silence 
123	3 <==> 0	NOALI	NIL	,	-not aligned- 
123	0 <==> 2	NOALI	NIL	-not aligned-	still 
123	4 <==> 1	EQUI	5	40	40 
123	6 7 8 9 <==> 4 5 6 7	EQUI	5	in Canada train disaster	in Canadian train wreck 
123	5 <==> 3	EQUI	5	missing	missing 
123	1 2 <==> 0	NOALI	NIL	Five dead	-not aligned- 
124	1 2 <==> 1 2 3	SPE2	4	UN presses	UN chief presses 
124	3 <==> 0	NOALI	NIL	need	-not aligned- 
124	4 5 6 <==> 4 5 6	EQUI	5	for major boost	for major boost 
124	7 8 9 <==> 7 8 9	EQUI	5	in Syrian aid	in Syrian aid 
125	1 2 <==> 1 2	EQUI	5	N Korea	N. Korea 
125	0 <==> 3	NOALI	NIL	-not aligned-	looks 
125	0 <==> 4	NOALI	NIL	-not aligned-	set 
125	4 <==> 0	NOALI	NIL	it	-not aligned- 
125	3 <==> 0	NOALI	NIL	says	-not aligned- 
125	7 8 9 <==> 7 8 9	EQUI	5	controversial rocket launch	controversial rocket launch 
125	5 6 <==> 5 6	EQUI	5	may delay	to delay 
126	4 <==> 3	EQUI	5	rocks	rocks 
126	1 2 3 <==> 1 2	SIMI	3	Critical Gates memoir	Gates blast 
126	5 6 <==> 4 5	EQUI	5	Obama administration	Obama administration 
127	5 6 7 <==> 5 6 7 8	SPE2	4	to hacking charges	at phone hacking hearing 
127	1 <==> 1	EQUI	5	Brooks	Brooks 
127	3 4 <==> 3 4	EQUI	5	not guilty	not guilty 
127	2 <==> 2	EQUI	5	pleads	pleads 
128	6 7 <==> 9	EQUI	5	is working	work 
128	3 4 5 <==> 5 6 7 8	SPE2	4	health care law	new health care law 
128	0 <==> 3 4	NOALI	NIL	-not aligned-	to make 
128	2 <==> 2	REL	2	declares	pledges 
128	1 <==> 1	EQUI	5	Obama	Obama 
129	2 <==> 2	EQUI	5	protest	protest 
129	1 <==> 1	EQUI	5	Thousands	Thousands 
129	3 4 <==> 3 4	EQUI	5	gay marriage	gay marriage 
129	0 <==> 5 6	NOALI	NIL	-not aligned-	in Paris 
130	4 <==> 3	SIMI	4	paralyse	besiege 
130	1 2 3 <==> 1 2	SPE1	4	Thai political protests	Thai protesters 
130	5 6 <==> 4 5	EQUI	5	more ministries	more ministries 
131	1 <==> 1	EQUI	5	Exclusive-UPDATE	EXCLUSIVE-UPDATE 
131	2 3 4 5 6 <==> 2 3 4 5 6	EQUI	5	2-Egypt pro-Mursi alliance signals flexibility	1-Egypt pro-Mursi alliance signals flexibility 
131	7 8 <==> 7 8	EQUI	5	in talks	in talks 
132	1 <==> 4 5 6 7	SPE2	4	Deaths	at least one dead 
132	0 <==> 1 2	NOALI	NIL	-not aligned-	Scottish police 
132	2 <==> 3	SIMI	4	confirmed	say 
132	3 4 <==> 8 9	EQUI	5	after helicopter	after helicopter 
132	6 7 8 <==> 11 12	EQUI	5	into Scottish pub	into pub 
132	5 <==> 10	EQUI	5	crashes	crashes 
133	3 4 <==> 1 2 3	EQUI	5	Pakistan jailbreak	Taliban prison break 
133	0 <==> 4	NOALI	NIL	-not aligned-	: 
133	1 <==> 5 6	SPE2	4	Militants	250 militants 
133	0 <==> 10 11 12	NOALI	NIL	-not aligned-	on Pakistan jail 
133	0 <==> 8 9	NOALI	NIL	-not aligned-	after attack 
133	2 <==> 7	SIMI	3	stage	escape 
134	5 6 7 <==> 0	ALIC	NIL	to a halt	-not aligned- 
134	2 <==> 2	SIMI	3	brings	wallops 
134	0 <==> 5	NOALI	NIL	-not aligned-	, 
134	1 <==> 1	EQUI	5	Blizzard	Blizzard 
134	0 <==> 6	NOALI	NIL	-not aligned-	closes 
134	3 4 <==> 3 4	EQUI	5	US northeast	US Northeast 
134	0 <==> 7	NOALI	NIL	-not aligned-	roads 
135	5 <==> 6 7	EQUI	5	bomb	bomb attack 
135	1 2 3 <==> 2 3 4	EQUI	5	Egypt interior minister	's interior minister 
135	4 <==> 5	EQUI	5	survives	survives 
135	0 <==> 1	ALIC	NIL	-not aligned-	Egypt 
136	4 5 6 <==> 2 3 4	EQUI	5	's security restrictions	's security decree 
136	0 <==> 8	NOALI	NIL	-not aligned-	ire 
136	1 <==> 9 10	EQUI	5	Critics	of critics 
136	3 <==> 1	EQUI	5	Putin	Putin 
136	0 <==> 7	NOALI	NIL	-not aligned-	draws 
136	7 <==> 0	NOALI	NIL	violate	-not aligned- 
136	0 <==> 5 6	NOALI	NIL	-not aligned-	for Sochi 
136	2 <==> 0	NOALI	NIL	say	-not aligned- 
136	8 <==> 0	NOALI	NIL	rights	-not aligned- 
137	0 <==> 1	ALIC	NIL	-not aligned-	Egypt 
137	3 4 <==> 4 5	EQUI	5	cracks down	cracks down 
137	1 2 <==> 2 3	EQUI	5	Egypt army	's military 
137	5 6 <==> 6 7 8	SPE2	4	on Brotherhood	on Muslim Brotherhood 
138	8 9 <==> 10 11	EQUI	5	for calm	for calm 
138	1 <==> 1	EQUI	5	Egypt	Egypt 
138	0 <==> 6 7	NOALI	NIL	-not aligned-	over Morsi 
138	7 <==> 9	EQUI	5	prays	prays 
138	2 <==> 2	EQUI	5	braces	braces 
138	0 <==> 8	NOALI	NIL	-not aligned-	, 
138	6 <==> 0	NOALI	NIL	,	-not aligned- 
138	3 4 5 <==> 3 4 5	EQUI	5	for more protests	for more protests 
139	6 7 8 9 10 11 <==> 4 5 6 7 8 9	EQUI	5	between Raffles Place , Marina Bay	between Raffles Place and Marina Bay 
139	3 <==> 3	EQUI	5	disrupts	disrupted 
139	4 5 <==> 1 2	EQUI	5	train service	Train service 
139	1 2 <==> 0	NOALI	NIL	Track fault	-not aligned- 
140	9 10 11 12 <==> 0	NOALI	NIL	` vile ' West	-not aligned- 
140	1 2 <==> 1	SPE1	4	Defiant Mugabe	Mugabe 
140	3 4 <==> 2 3	EQUI	5	sworn in	sworn in 
140	8 <==> 0	NOALI	NIL	blasts	-not aligned- 
140	5 6 7 <==> 4 5 6	SPE1	4	for seventh term	for another term 
141	1 2 <==> 1 2	EQUI	5	Lance Armstrong	Lance Armstrong 
141	5 6 <==> 6 7 8	EQUI	5	to Oprah	in Oprah interview 
141	4 <==> 4 5	SIMI	4	all	to doping 
141	3 <==> 3	EQUI	5	confesses	confesses 
142	6 7 8 <==> 4 5 6 7	SPE2	4	after wild party	after alleged embassy orgy 
142	5 <==> 3	SIMI	2	sacked	resigns 
142	1 2 <==> 1 2	EQUI	5	Honduran ambassador	Honduras ambassador 
142	3 4 <==> 0	NOALI	NIL	to Colombia	-not aligned- 
143	4 5 6 7 8 <==> 4 5 6 7 8 9	SPE2	3	on upbeat US economic data	by positive US , China data 
143	1 2 <==> 1 2	EQUI	5	Asian markets	Asian markets 
143	3 <==> 3	SIMI	4	gain	lifted 
144	3 4 5 <==> 3 4	SPE1	4	six global powers	world powers 
144	7 8 9 <==> 6 7	SPE1	4	landmark nuclear deal	nuclear deal 
144	2 <==> 0	NOALI	NIL	,	-not aligned- 
144	0 <==> 2	NOALI	NIL	-not aligned-	, 
144	1 <==> 1	EQUI	5	Iran	Iran 
144	6 <==> 5	SPE1	4	sign	agree 
145	8 9 10 <==> 0	ALIC	NIL	in central Syria	-not aligned- 
145	1 <==> 2	EQUI	5	Dozens	Dozens 
145	3 4 5 <==> 5 6 7 8	EQUI	5	in air strike	in Syrian air strike 
145	0 <==> 4	NOALI	NIL	-not aligned-	' 
145	0 <==> 1	NOALI	NIL	-not aligned-	` 
145	6 7 <==> 9 10	EQUI	5	on bakery	on bakery 
145	2 <==> 3	EQUI	5	killed	killed 
146	1 <==> 1	EQUI	5	Obama	Obama 
146	0 <==> 3	ALIC	NIL	-not aligned-	Mandela 
146	3 4 5 6 <==> 4 5 6	EQUI	5	Mandela ` Inspiration '	's inspiration effect 
146	2 <==> 2	EQUI	5	Praises	hails 
147	4 5 <==> 4 5	EQUI	5	3-wk high	three-week highs 
147	1 2 <==> 1 2	EQUI	5	Asian markets	Asian stocks 
147	6 7 <==> 6 7	EQUI	5	on hopes	on hopes 
147	8 9 10 11 <==> 8 9 10 11	EQUI	5	of US debt deal	of U.S. debt deal 
147	3 <==> 3	EQUI	5	hit	hit 
148	3 4 5 <==> 3 4 5	EQUI	5	Patriot missile battery	Patriot missile batteries 
148	0 <==> 6	NOALI	NIL	-not aligned-	, 
148	1 <==> 1	REL	2	NATO	Obama 
148	7 8 9 <==> 12 13 14	SPE1	4	on Syrian border	near Syrian border 
148	0 <==> 2	NOALI	NIL	-not aligned-	: 
148	0 <==> 7	NOALI	NIL	-not aligned-	troops 
148	2 <==> 0	NOALI	NIL	:	-not aligned- 
148	6 <==> 0	NOALI	NIL	operational	-not aligned- 
148	0 <==> 8 9	NOALI	NIL	-not aligned-	to stay 
148	0 <==> 10 11	NOALI	NIL	-not aligned-	in Jordan 
149	1 <==> 1	SIMI	2	Guinea	Equatoguineans 
149	2 <==> 2	EQUI	5	votes	vote 
149	3 4 5 6 <==> 3 4 5	SPE1	4	in long-delayed legislative poll	in legislative polls 
150	7 8 9 <==> 5 6 7	EQUI	5	on Sinai Militants	against Sinai militants 
150	1 2 <==> 1	EQUI	5	Egypt Army	Egypt 
150	4 5 6 <==> 3 4	SPE1	4	New Air Raids	new assault 
150	3 <==> 2	EQUI	5	Launches	launches 
151	1 2 <==> 0	NOALI	NIL	2 police	-not aligned- 
151	3 <==> 5	SIMI	4	killed	die 
151	0 <==> 3 4	NOALI	NIL	-not aligned-	28 people 
151	0 <==> 1 2	NOALI	NIL	-not aligned-	At least 
151	0 <==> 6 7 8 9 10	NOALI	NIL	-not aligned-	in Chinese coal mine explosion 
151	4 5 6 7 <==> 0	NOALI	NIL	in eastern Afghan explosion	-not aligned- 
152	4 <==> 4 5	REL	4	vote	polling stations 
152	0 <==> 6 7	NOALI	NIL	-not aligned-	in Bangkok 
152	1 2 <==> 1 2	EQUI	5	Thai protesters	Thai protesters 
152	3 <==> 3	EQUI	5	obstruct	block 
152	5 <==> 0	NOALI	NIL	;	-not aligned- 
152	6 7 <==> 0	NOALI	NIL	1 dead	-not aligned- 
152	8 9 <==> 0	NOALI	NIL	in violence	-not aligned- 
153	6 <==> 0	NOALI	5	brings	-not aligned- 
153	3 4 5 <==> 0	ALIC	NIL	's third test	-not aligned- 
153	0 <==> 2	NOALI	NIL	-not aligned-	says 
